Chromosome	Position_bp	Rate
chrX	159500	1.60209279560048
chrX	160000	1.24262162215385e-05
chrX	160500	0.964796615363416
chrX	161000	0.119565052320272
chrX	161500	0.000189712906742929
chrX	162000	0.343319865854811
chrX	162500	0.495995828787214
chrX	163000	0.698547037157141
chrX	163500	0.00234940414175951
chrX	164000	7.74007101028685e-12
chrX	164500	0.118389272436684
chrX	165000	0.000356423464652411
chrX	165500	3.39992909846392e-08
chrX	166000	0.0192124429789765
chrX	166500	1.43787620303922
chrX	167000	0.000214294333187503
chrX	167500	0.676025961189358
chrX	168000	0.00612310857564639
chrX	168500	0.216050080779923
chrX	169000	0.00688759006775198
chrX	169500	0.000327248405748821
chrX	170000	6.63498650132858e-11
chrX	170500	16.6295956310642
chrX	171000	0.740971415574624
chrX	171500	0.00513713760527694
chrX	172000	0.00809932473637346
chrX	172500	0.000441746625306694
chrX	173000	5.94634246734476e-08
chrX	173500	0.000806623877034741
chrX	174000	0.668407148781128
chrX	174500	0.00595017560087197
chrX	175000	0.308600562254313
chrX	175500	2.81367598380759e-06
chrX	176000	0.693563629914674
chrX	176500	0.000585908661077809
chrX	177000	0.0294467347899599
chrX	177500	0.00199662501011603
chrX	178000	3.41217933314098
chrX	178500	6.40316057354033e-05
chrX	179000	9.2339392256957
chrX	179500	0.0379199188762889
chrX	180000	0.312722890551422
chrX	180500	0.050172221149318
chrX	181000	0.00628554230477562
chrX	181500	1.90508410918244e-07
chrX	182000	0.00497115143260616
chrX	182500	0.115933935731647
chrX	183000	6.14331114121147
chrX	183500	1.81262051003425
chrX	184000	0.143835876212396
chrX	184500	0.270103383658022
chrX	185000	2.1871697704848e-09
chrX	185500	0.109303022314995
chrX	186000	0.000423055786818904
chrX	186500	0.00137233388030661
chrX	187000	0.00558234220633394
chrX	187500	1.21985506030058
chrX	188000	0.000665852015965166
chrX	188500	0.0429082446621987
chrX	189000	8.93195644976483
chrX	189500	1.21732362041318
chrX	190000	0.0112645683233093
chrX	190500	1.95664446610927
chrX	191000	1.39463550567373e-12
chrX	191500	0.00151804409176339
chrX	192000	0.411351272424678
chrX	192500	3.50406285445698
chrX	193000	1.37071993682262
chrX	193500	1.72757151484454e-18
chrX	194000	0.0193407218724568
chrX	194500	2.18804689382143e-06
chrX	195000	4.41692001090516
chrX	195500	1.90883196165211e-07
chrX	196000	0.205831308816138
chrX	196500	0.0506371214894736
chrX	197000	0.0212495145903587
chrX	197500	1.56076177112521
chrX	198000	0.00454651236427786
chrX	198500	5.97621770743911
chrX	199000	11.260600370831
chrX	199500	0.00606869106527894
chrX	2e+05	0.0886258081843913
chrX	200500	2.1344334268152e-11
chrX	201000	4.72615893856806e-10
chrX	201500	5.47029761217334
chrX	202000	2.04316192812901e-06
chrX	202500	0.000698746008067145
chrX	203000	9.26012491891999e-07
chrX	203500	5.57430813683905
chrX	204000	0.52748337849563
chrX	204500	0.000472403251750871
chrX	205000	4.88872954466545e-11
chrX	205500	0.0314996533986624
chrX	206000	0.0123214822685015
chrX	206500	0.00796437874140452
chrX	207000	0.837559179920572
chrX	207500	0.000198813405042832
chrX	208000	0.148979035654962
chrX	208500	0.00093877025662006
chrX	209000	1.52150761502629e-08
chrX	209500	1.77331417736741e-07
chrX	210000	3.03729254485036e-13
chrX	210500	7.10843570609416e-06
chrX	211000	0.0586021493872804
chrX	211500	0.351179397268547
chrX	212000	0.00056361326773713
chrX	212500	7.08874079916471e-08
chrX	213000	4.11701454860822e-10
chrX	213500	4.449950328594
chrX	214000	0.0687207450164748
chrX	214500	0.0432434852593021
chrX	215000	0.0402316081121523
chrX	215500	3.11025537214053e-11
chrX	216000	0.581207131328883
chrX	216500	0.00410906758907413
chrX	217000	0.142277962499048
chrX	217500	0.0267183819410406
chrX	218000	0.000448897617270289
chrX	218500	11.077105054116
chrX	219000	2.75437232469944
chrX	219500	0.234682646953126
chrX	220000	7.11008286150034e-23
chrX	220500	0.0507612092592734
chrX	221000	0.00177988772681261
chrX	221500	0.0135739664365026
chrX	222000	0.000760161981627099
chrX	222500	0.676132482851513
chrX	223000	1.28312157582181
chrX	223500	7.49681330228567e-06
chrX	224000	0.00106821612842065
chrX	224500	5.25127838537398
chrX	225000	0.000172145876536957
chrX	225500	3.60232191163443
chrX	226000	0.00126642530316228
chrX	226500	0.300325366794858
chrX	227000	0.221264877688111
chrX	227500	0.126439585564472
chrX	228000	0.02787430621451
chrX	228500	0.0237215881229243
chrX	229000	0.755439298666262
chrX	229500	0.276783204155519
chrX	230000	4.88042808671628
chrX	230500	0.626060055644938
chrX	231000	0.0480859305726788
chrX	231500	1.29565009067893e-07
chrX	232000	8.17605164651919
chrX	232500	0.587595169915546
chrX	233000	0.0847150205095157
chrX	233500	2.71600594795352e-08
chrX	234000	1.77658204534341e-05
chrX	234500	0.000313908742350367
chrX	235000	0.00163034646405772
chrX	235500	0.0724512162908623
chrX	236000	0.00343548164668548
chrX	236500	0.000820079435750233
chrX	237000	0.461703324493864
chrX	237500	5.32909082235363e-07
chrX	238000	9.13431542315357e-10
chrX	238500	0.0610051163256421
chrX	239000	0.00492869157133627
chrX	239500	0.0494163471019212
chrX	240000	1.26294523356668
chrX	240500	0.380048090540942
chrX	241000	2.05097013003061e-06
chrX	241500	0.00306314375629095
chrX	242000	0.620227878254193
chrX	242500	2.68791500932412
chrX	243000	4.15088224762877
chrX	243500	0.0251354442593987
chrX	244000	0.000116442719787478
chrX	244500	0.0064484280389046
chrX	245000	1.51278458686446
chrX	245500	0.0070010378064021
chrX	246000	2.19948443717345
chrX	246500	0.151241961241861
chrX	247000	0.195817060751546
chrX	247500	7.00712877785255
chrX	248000	0.0218185806923491
chrX	248500	0.0023877689889875
chrX	249000	0.00840920511195398
chrX	249500	3.66670861397097e-12
chrX	250000	0.0146952266476197
chrX	250500	0.662097038088757
chrX	251000	0.00395110064036415
chrX	251500	3.64684182305822e-08
chrX	252000	0.000440063634608216
chrX	252500	0.20338212985342
chrX	253000	1.45021507801542e-05
chrX	253500	1.41920985388321e-09
chrX	254000	0.140088253689307
chrX	254500	3.11472945367503
chrX	255000	7.20115801439237e-09
chrX	255500	0.0309893670465746
chrX	256000	0.24984312291733
chrX	256500	1.19269887267159
chrX	257000	0.037477580360598
chrX	257500	30.3334951806252
chrX	258000	2.39773073008987e-09
chrX	258500	1.32332595422675
chrX	259000	2.25272713427787e-11
chrX	259500	1.12776490595269
chrX	260000	0.099923570184601
chrX	260500	0.763380526230141
chrX	261000	0.0033697240949845
chrX	261500	0.955001087770929
chrX	262000	2.87910822064424
chrX	262500	1.15575296065115
chrX	263000	2.86839133317469
chrX	263500	0.302197530879551
chrX	264000	2.40400819466349e-11
chrX	264500	4.36554159758438
chrX	265000	0.0700906465025069
chrX	265500	1.28989588095756
chrX	266000	4.60209450834476e-06
chrX	266500	0.00308305777110778
chrX	267000	0.000565993707728677
chrX	267500	2.69738106165449e-06
chrX	268000	0.167511020788465
chrX	268500	0.00616998960332321
chrX	269000	0.29507010866911
chrX	269500	0.0183974658845726
chrX	270000	1.06962823627853
chrX	270500	0.0193708479982279
chrX	271000	0.00346737050901902
chrX	271500	0.167738218913002
chrX	272000	0.280467544469857
chrX	272500	0.0194874571120717
chrX	273000	1.35106776458907
chrX	273500	0.000513893526087344
chrX	274000	5.31590836519741e-05
chrX	274500	0.0223987335320724
chrX	275000	1.57917232233573
chrX	275500	0.000122385000136006
chrX	276000	4.89162323088922
chrX	276500	0.00163983462544363
chrX	277000	5.70788132440472
chrX	277500	1.74662988849442
chrX	278000	0.0997768309250666
chrX	278500	0.00385488958656319
chrX	279000	0.0719838703080981
chrX	279500	0.000164699941282926
chrX	280000	0.00838019103030546
chrX	280500	0.996439328711964
chrX	281000	3.00618907533087e-06
chrX	281500	0.0289255279456756
chrX	282000	3.26147742360383e-09
chrX	282500	0.106175367514152
chrX	283000	0.283931332453749
chrX	283500	0.797045350839166
chrX	284000	2.06409980601348e-07
chrX	284500	0.00294488031666997
chrX	285000	0.00473857477767432
chrX	285500	5.13587121387422e-07
chrX	286000	6.00604805765727
chrX	286500	14.9602997481813
chrX	287000	0.000138743284169128
chrX	287500	1.70350401379576
chrX	288000	0.142956703319419
chrX	288500	0.0631591751408805
chrX	289000	0.0023281044210585
chrX	289500	16.5966613572738
chrX	290000	0.00130570716725094
chrX	290500	5.5300663370838
chrX	291000	0.748280981833805
chrX	291500	2.96662533164589
chrX	292000	1.07834711494538
chrX	292500	0.119966488819683
chrX	293000	0.131583533830894
chrX	293500	0.552428325361957
chrX	294000	0.0341473850520095
chrX	294500	0.0181373495794353
chrX	295000	1.83978066253292
chrX	295500	0.006029823855883
chrX	296000	1.53654962071277
chrX	296500	1.12207769229031e-10
chrX	297000	6.46698296511182
chrX	297500	1.10548749515514
chrX	298000	5.90772928493739e-05
chrX	298500	0.00494363041896491
chrX	299000	2.11405615905555e-07
chrX	299500	6.95982753786819e-17
chrX	3e+05	1.75055917916709e-05
chrX	300500	0.00089288099411725
chrX	301000	0.00329552361549705
chrX	301500	0.0018175143151499
chrX	302000	0.37495364069977
chrX	302500	8.53275049975407e-05
chrX	303000	0.000138443520766004
chrX	303500	6.98463453495337e-08
chrX	304000	6.85059342964694
chrX	304500	0.00545292740834901
chrX	305000	4.77364718278878e-05
chrX	305500	0.118572982497352
chrX	306000	1.53655115628651
chrX	306500	4.54655271230306e-06
chrX	307000	0.00333964759038079
chrX	307500	0.713594839881228
chrX	308000	1.56533411565437
chrX	308500	7.75814502554879e-05
chrX	309000	3.84870307408967
chrX	309500	0.00570312024665086
chrX	310000	5.73811871605904e-05
chrX	310500	2.52326830250704
chrX	311000	0.0628100699011961
chrX	311500	0.865243264936577
chrX	312000	0.264121854801703
chrX	312500	3.14381408938024e-08
chrX	313000	0.127395881930088
chrX	313500	1.26302885973701
chrX	314000	0.000169446615896275
chrX	314500	0.0293702026334844
chrX	315000	8.52101947261114e-05
chrX	315500	0.00800052345931778
chrX	316000	5.24181340734789e-05
chrX	316500	0.17935261379775
chrX	317000	0.254118461283418
chrX	317500	0.0322894629765646
chrX	318000	0.0778563509891846
chrX	318500	0.00513787815106923
chrX	319000	0.367729084971888
chrX	319500	0.397704847350294
chrX	320000	0.000168399392322719
chrX	320500	0.578938894319094
chrX	321000	0.62328289062839
chrX	321500	3.25279791448407
chrX	322000	1.35818591888367e-08
chrX	322500	0.000431941259540246
chrX	323000	0.0369810887771666
chrX	323500	0.00122441433943973
chrX	324000	0.000221429897605381
chrX	324500	4.17142281530672e-18
chrX	325000	0.438744058675713
chrX	325500	0.141837471100209
chrX	326000	0.040452125283663
chrX	326500	0.669427768239952
chrX	327000	0.0908738635297891
chrX	327500	1.99220378498647e-05
chrX	328000	0.000269310569446502
chrX	328500	9.25450030627985e-09
chrX	329000	8.81729044713389e-10
chrX	329500	0.0122273771307489
chrX	330000	6.47331851306134e-08
chrX	330500	0.399741927464814
chrX	331000	2.10419546569396e-07
chrX	331500	0.000767250644585385
chrX	332000	0.0787618931006054
chrX	332500	0.00423663944602256
chrX	333000	0.00126994611104058
chrX	333500	0.0207855853136002
chrX	334000	0.00431982810978697
chrX	334500	0.00537299044396029
chrX	335000	0.0432131852426002
chrX	335500	6.74738278364382e-20
chrX	336000	0.0115331063780299
chrX	336500	0.0861903988178822
chrX	337000	0.0010711484431099
chrX	337500	0.969587377862128
chrX	338000	4.79620383592592e-06
chrX	338500	0.612674655103256
chrX	339000	0.424819593300219
chrX	339500	0.290926049246829
chrX	340000	0.405562124261256
chrX	340500	11.700575794005
chrX	341000	0.00491203957476392
chrX	341500	0.337554198521379
chrX	342000	3.98866698981184
chrX	342500	0.000129043482206626
chrX	343000	1.82250152060269e-06
chrX	343500	10.3576616590983
chrX	344000	0.0519407475077968
chrX	344500	3.93218355475968
chrX	345000	8.5274669916455
chrX	345500	0.108819017653467
chrX	346000	0.407224326014363
chrX	346500	9.06705562802282e-06
chrX	347000	0.0911689767054297
chrX	347500	5.16175000910149e-09
chrX	348000	4.4296907770805
chrX	348500	5.1055375351141e-05
chrX	349000	1.97126883954879e-11
chrX	349500	0.000256271745891485
chrX	350000	0.0031491485694505
chrX	350500	18.5278880318946
chrX	351000	1.16490503377897e-08
chrX	351500	2.39334428938655
chrX	352000	0.107679924782392
chrX	352500	0.00117796614756749
chrX	353000	0.00109683886566336
chrX	353500	0.000783410142672775
chrX	354000	0.014493151847448
chrX	354500	0.20376159024596
chrX	355000	0.846840537370561
chrX	355500	0.00100085418301527
chrX	356000	5.01446909632302e-06
chrX	356500	0.026184534731306
chrX	357000	0.00501714652071385
chrX	357500	2.87989450467443e-15
chrX	358000	4.52847865970386e-16
chrX	358500	1.14616146997221e-12
chrX	359000	4.97968780695859
chrX	359500	0.805138902657715
chrX	360000	2.43146413695945e-05
chrX	360500	0.108855938075312
chrX	361000	4.92273445915657e-06
chrX	361500	0.0978448003494616
chrX	362000	0.00668338755979511
chrX	362500	1.37356326161688e-12
chrX	363000	2.03864654081656
chrX	363500	0.863233311137878
chrX	364000	3.6245623013625
chrX	364500	1.44401895253384e-10
chrX	365000	0.000696593794243634
chrX	365500	0.00085113260584108
chrX	366000	0.0385380244059673
chrX	366500	9.21190361785609e-05
chrX	367000	0.476375307131478
chrX	367500	0.217063610750238
chrX	368000	0.0263092917393514
chrX	368500	0.317944782516382
chrX	369000	0.411983186378273
chrX	369500	0.374776807275628
chrX	370000	0.00188157525791762
chrX	370500	4.46088136105322e-11
chrX	371000	0.620279646062119
chrX	371500	5.44439309919661
chrX	372000	0.000491327951032076
chrX	372500	0.000228628526199282
chrX	373000	3.76915064781571e-12
chrX	373500	0.0611040608454138
chrX	374000	7.34603893680124e-06
chrX	374500	0.0671915013951924
chrX	375000	0.596082301190576
chrX	375500	0.25648882416953
chrX	376000	0.609694738852973
chrX	376500	0.375493389092046
chrX	377000	1.61160608341444e-10
chrX	377500	0.00743205473554096
chrX	378000	0.00120268690436497
chrX	378500	7.03786588168973e-06
chrX	379000	0.426545682774659
chrX	379500	0.0542415318534834
chrX	380000	3.12300076322895e-08
chrX	380500	0.0782451550222562
chrX	381000	0.00750143086183348
chrX	381500	0.00806256476068072
chrX	382000	5.18330342331001
chrX	382500	2.56700928675948
chrX	383000	0.021298941791152
chrX	383500	0.00849154312224867
chrX	384000	0.0645902587789968
chrX	384500	1.34424269482657
chrX	385000	8.27639353495907e-10
chrX	385500	0.0350637719676861
chrX	386000	0.00229253763206604
chrX	386500	0.0494713816355757
chrX	387000	0.000812654498485435
chrX	387500	0.00208320564749753
chrX	388000	26.0539396905113
chrX	388500	0.00321886679481324
chrX	389000	0.650171886892154
chrX	389500	3.60630487369001e-05
chrX	390000	0.00770431027637118
chrX	390500	0.000261699920717476
chrX	391000	0.000662534461090488
chrX	391500	3.7182849505191e-11
chrX	392000	2.4538357316842
chrX	392500	0.000463387299349922
chrX	393000	0.00112773653096131
chrX	393500	2.85930756910828e-10
chrX	394000	0.31097088409906
chrX	394500	0.110212201858442
chrX	395000	0.0110060315473919
chrX	395500	0.0574276583426855
chrX	396000	4.26812217378359e-05
chrX	396500	0.158489943956864
chrX	397000	0.0189141073167286
chrX	397500	0.00249406298839423
chrX	398000	0.0766295897012153
chrX	398500	0.00048253852141346
chrX	399000	0.082632805700542
chrX	399500	0.0170621479906096
chrX	4e+05	0.0342423196658056
chrX	400500	1.53095385852219
chrX	401000	0.568383516968133
chrX	401500	3.49053857674588e-07
chrX	402000	2.19319038876144
chrX	402500	0.00100297441217848
chrX	403000	4.78800766796636e-05
chrX	403500	0.043176464778867
chrX	404000	3.12981310586506e-07
chrX	404500	3.69374163845994e-06
chrX	405000	0.111484547933739
chrX	405500	1.97623546740856e-09
chrX	406000	0.247079918256827
chrX	406500	1.41143444303012e-05
chrX	407000	4.82195502404091e-09
chrX	407500	6.23156335157979e-10
chrX	408000	0.00190543663763982
chrX	408500	0.00503713671196478
chrX	409000	5.59831083508221e-05
chrX	409500	2.0779058124391
chrX	410000	1.53972644565032
chrX	410500	0.847261849502592
chrX	411000	0.0042848927329725
chrX	411500	1.52726002535189
chrX	412000	0.150037475074611
chrX	412500	0.0539020286906803
chrX	413000	10.1508795625179
chrX	413500	9.46457535211893e-07
chrX	414000	1.10598447146225e-08
chrX	414500	0.000756364212787733
chrX	415000	0.886459791697308
chrX	415500	0.0119054468856042
chrX	416000	13.2932346812449
chrX	416500	0.0434915076038562
chrX	417000	7.32362359299205e-09
chrX	417500	0.00616878507882088
chrX	418000	0.00486072674993835
chrX	418500	1.67225514708618e-09
chrX	419000	0.555657906117089
chrX	419500	10.9194151628346
chrX	420000	0.894347025717137
chrX	420500	0.00416786124213021
chrX	421000	1.22616813200991e-06
chrX	421500	0.0102023374582162
chrX	422000	0.0337717732381683
chrX	422500	0.214682146215047
chrX	423000	0.288411687101272
chrX	423500	0.111451719265752
chrX	424000	1.18552181718696
chrX	424500	8.47330672752234e-08
chrX	425000	0.000997718878082768
chrX	425500	0.0128404335780633
chrX	426000	0.687432676701983
chrX	426500	0.0488702495310849
chrX	427000	0.0782024503335519
chrX	427500	0.135642397226892
chrX	428000	0.0905677189506173
chrX	428500	0.0984254727753559
chrX	429000	2.34169970744848
chrX	429500	0.00679031496862361
chrX	430000	0.00485309806559616
chrX	430500	1.49124473365932
chrX	431000	0.000220588824963712
chrX	431500	8.94751024780677e-08
chrX	432000	3.30050076054248e-05
chrX	432500	2.27817115890569e-05
chrX	433000	2.37905408238298
chrX	433500	1.20608079543092e-14
